id,tt_no,create_date,date,mail_to,mail_cc
2002,201707312002,0000-00-00,"2017-07-31 14:16:22",NULL,NULL
2003,201707312003,0000-00-00,"2017-07-31 14:19:00",NULL,NULL
2004,201708012004,0000-00-00,"2017-08-01 09:45:38",NULL,NULL
2005,201708012005,0000-00-00,"2017-08-01 09:49:35",NULL,NULL
2006,201708012006,0000-00-00,"2017-08-01 09:50:38",NULL,NULL
2007,201708012007,0000-00-00,"2017-08-01 10:06:49",NULL,NULL
2008,201708012008,0000-00-00,"2017-08-01 10:52:08",NULL,NULL
2009,201708012009,0000-00-00,"2017-08-01 10:53:00",NULL,NULL
2010,201708012010,0000-00-00,"2017-08-01 12:09:57",NULL,NULL
2011,201708012011,0000-00-00,"2017-08-01 13:12:49",NULL,NULL
2012,201708012012,0000-00-00,"2017-08-01 15:19:17",NULL,NULL
2013,201708012013,0000-00-00,"2017-08-01 15:20:18",NULL,NULL
2014,201708012014,0000-00-00,"2017-08-01 15:21:02",NULL,NULL
2015,201708012015,0000-00-00,"2017-08-01 15:21:34",NULL,NULL
2016,201708012016,0000-00-00,"2017-08-01 16:07:39",NULL,NULL
2017,201708012017,0000-00-00,"2017-08-01 18:42:31",NULL,NULL
2018,201708012018,0000-00-00,"2017-08-01 18:44:32",NULL,NULL
2019,201708012019,0000-00-00,"2017-08-01 18:46:05",NULL,NULL
2020,201708022020,0000-00-00,"2017-08-02 10:13:17",NULL,NULL
2021,201708022021,0000-00-00,"2017-08-02 11:09:45",NULL,NULL
2022,201708022022,0000-00-00,"2017-08-02 17:20:53",NULL,NULL
2023,201708032023,0000-00-00,"2017-08-03 09:25:59",NULL,NULL
2024,201708032024,0000-00-00,"2017-08-03 10:05:27",NULL,NULL
2025,201708032025,0000-00-00,"2017-08-03 10:06:30",NULL,NULL
2026,201708032026,0000-00-00,"2017-08-03 10:07:17",NULL,NULL
2027,201708032027,0000-00-00,"2017-08-03 10:08:18",NULL,NULL
2028,201708032028,0000-00-00,"2017-08-03 10:11:15",NULL,NULL
2029,201708032029,0000-00-00,"2017-08-03 10:14:35",NULL,NULL
2030,201708032030,0000-00-00,"2017-08-03 11:22:23",NULL,NULL
2031,201708032031,0000-00-00,"2017-08-03 12:23:51",NULL,NULL
2032,201708032032,0000-00-00,"2017-08-03 12:31:12",NULL,NULL
2033,201708032033,0000-00-00,"2017-08-03 14:44:04",NULL,NULL
2034,201708032034,0000-00-00,"2017-08-03 16:16:31",NULL,NULL
2035,201708032035,0000-00-00,"2017-08-03 17:49:39",NULL,NULL
2036,201708032036,0000-00-00,"2017-08-03 17:50:33",NULL,NULL
2037,201708052037,0000-00-00,"2017-08-05 12:15:06",NULL,NULL
2038,201708062038,0000-00-00,"2017-08-06 10:13:19",NULL,NULL
2039,201708062039,0000-00-00,"2017-08-06 11:29:32",NULL,NULL
2040,201708062040,0000-00-00,"2017-08-06 15:30:58",NULL,NULL
2041,201708062041,0000-00-00,"2017-08-06 15:31:20",NULL,NULL
2042,201708062042,0000-00-00,"2017-08-06 15:31:59",NULL,NULL
2043,201708062043,0000-00-00,"2017-08-06 15:32:53",NULL,NULL
2044,201708062044,0000-00-00,"2017-08-06 15:33:44",NULL,NULL
2045,201708062045,0000-00-00,"2017-08-06 17:26:46",NULL,NULL
2046,201708072046,0000-00-00,"2017-08-07 10:41:13",NULL,NULL
2047,201708072047,0000-00-00,"2017-08-07 10:44:12",NULL,NULL
2048,201708072048,0000-00-00,"2017-08-07 10:45:23",NULL,NULL
2049,201708072049,0000-00-00,"2017-08-07 10:46:21",NULL,NULL
2050,201708072050,0000-00-00,"2017-08-07 12:07:29",NULL,NULL
2051,201708072051,0000-00-00,"2017-08-07 12:08:37",NULL,NULL
2052,201708072052,0000-00-00,"2017-08-07 12:09:11",NULL,NULL
2053,201708082053,0000-00-00,"2017-08-08 09:26:18",NULL,NULL
2054,201708082054,0000-00-00,"2017-08-08 09:39:41",NULL,NULL
2055,201708082055,0000-00-00,"2017-08-08 10:13:30",NULL,NULL
2056,201708082056,0000-00-00,"2017-08-08 12:17:26",NULL,NULL
2057,201708082057,0000-00-00,"2017-08-08 12:30:12",NULL,NULL
2058,201708082058,0000-00-00,"2017-08-08 14:12:14",NULL,NULL
2059,201708082059,0000-00-00,"2017-08-08 14:16:02",NULL,NULL
2060,201708082060,0000-00-00,"2017-08-08 14:16:51",NULL,NULL
2061,201708082061,0000-00-00,"2017-08-08 15:32:39",NULL,NULL
2062,201708082062,0000-00-00,"2017-08-08 15:33:35",NULL,NULL
2063,201708082063,0000-00-00,"2017-08-08 15:34:10",NULL,NULL
2064,201708082064,0000-00-00,"2017-08-08 15:35:20",NULL,NULL
2065,201708082065,0000-00-00,"2017-08-08 15:35:29",NULL,NULL
2066,201708082066,0000-00-00,"2017-08-08 15:36:27",NULL,NULL
2067,201708082067,0000-00-00,"2017-08-08 15:37:21",NULL,NULL
2068,201708082068,0000-00-00,"2017-08-08 15:37:55",NULL,NULL
2069,201708082069,0000-00-00,"2017-08-08 15:39:24",NULL,NULL
2070,201708082070,0000-00-00,"2017-08-08 15:44:55",NULL,NULL
2071,201708082071,0000-00-00,"2017-08-08 15:45:56",NULL,NULL
2072,201708082072,0000-00-00,"2017-08-08 15:49:22",NULL,NULL
2073,201708082073,0000-00-00,"2017-08-08 15:50:13",NULL,NULL
2074,201708082074,0000-00-00,"2017-08-08 15:51:03",NULL,NULL
2075,201708082075,0000-00-00,"2017-08-08 15:52:01",NULL,NULL
2076,201708082076,0000-00-00,"2017-08-08 15:53:06",NULL,NULL
2077,201708082077,0000-00-00,"2017-08-08 15:53:47",NULL,NULL
2078,201708082078,0000-00-00,"2017-08-08 15:54:56",NULL,NULL
2079,201708082079,0000-00-00,"2017-08-08 17:04:24",NULL,NULL
2080,201708082080,0000-00-00,"2017-08-08 17:09:17",NULL,NULL
2081,201708092081,0000-00-00,"2017-08-09 10:23:47",NULL,NULL
2082,201708092082,0000-00-00,"2017-08-09 10:57:18",NULL,NULL
2083,201708092083,0000-00-00,"2017-08-09 15:01:45",NULL,NULL
2084,201708092084,0000-00-00,"2017-08-09 15:02:38",NULL,NULL
2085,201708092085,0000-00-00,"2017-08-09 15:03:12",NULL,NULL
2086,201708092086,0000-00-00,"2017-08-09 17:40:37",NULL,NULL
2087,201708092087,0000-00-00,"2017-08-09 17:52:06",NULL,NULL
2088,201708092088,0000-00-00,"2017-08-09 17:53:59",NULL,NULL
2089,201708092089,0000-00-00,"2017-08-09 17:55:52",NULL,NULL
2090,201708092090,0000-00-00,"2017-08-09 17:57:25",NULL,NULL
2091,201708102091,0000-00-00,"2017-08-10 14:56:07",NULL,NULL
2092,201708102092,0000-00-00,"2017-08-10 17:41:58",NULL,NULL
2093,201708132093,0000-00-00,"2017-08-13 09:20:49",NULL,NULL
2094,201708132094,0000-00-00,"2017-08-13 12:32:58",NULL,NULL
2095,201708132095,0000-00-00,"2017-08-13 12:33:46",NULL,NULL
2096,201708132096,0000-00-00,"2017-08-13 12:35:37",NULL,NULL
2097,201708132097,0000-00-00,"2017-08-13 12:36:39",NULL,NULL
2098,201708132098,0000-00-00,"2017-08-13 15:40:51",NULL,NULL
2099,201708132099,0000-00-00,"2017-08-13 15:48:29",NULL,NULL
2100,201708132100,0000-00-00,"2017-08-13 15:49:31",NULL,NULL
2101,201708132101,0000-00-00,"2017-08-13 16:39:14",NULL,NULL
2102,201708132102,0000-00-00,"2017-08-13 16:41:03",NULL,NULL
2103,201708132103,0000-00-00,"2017-08-13 16:41:49",NULL,NULL
2104,201708132104,0000-00-00,"2017-08-13 16:43:04",NULL,NULL
2105,201708132105,0000-00-00,"2017-08-13 16:44:19",NULL,NULL
2106,201708132106,0000-00-00,"2017-08-13 16:45:06",NULL,NULL
2107,201708132107,0000-00-00,"2017-08-13 16:47:18",NULL,NULL
2108,201708132108,0000-00-00,"2017-08-13 16:48:24",NULL,NULL
2109,201708132109,0000-00-00,"2017-08-13 16:53:51",NULL,NULL
2110,201708132110,0000-00-00,"2017-08-13 16:54:32",NULL,NULL
2111,201708132111,0000-00-00,"2017-08-13 16:55:05",NULL,NULL
2112,201708132112,0000-00-00,"2017-08-13 16:58:38",NULL,NULL
2113,201708132113,0000-00-00,"2017-08-13 17:00:37",NULL,NULL
2114,201708132114,0000-00-00,"2017-08-13 17:01:19",NULL,NULL
2115,201708132115,0000-00-00,"2017-08-13 17:13:13",NULL,NULL
2116,201708162116,0000-00-00,"2017-08-16 13:11:28",NULL,NULL
2117,201708172117,0000-00-00,"2017-08-17 09:53:49",NULL,NULL
2118,201708172118,0000-00-00,"2017-08-17 10:15:39",NULL,NULL
2119,201708172119,0000-00-00,"2017-08-17 10:29:51",NULL,NULL
2120,201708172120,0000-00-00,"2017-08-17 10:30:47",NULL,NULL
2121,201708172121,0000-00-00,"2017-08-17 10:32:45",NULL,NULL
2122,201708172122,0000-00-00,"2017-08-17 10:33:22",NULL,NULL
2123,201708172123,0000-00-00,"2017-08-17 11:28:58",NULL,NULL
2124,201708172124,0000-00-00,"2017-08-17 11:29:47",NULL,NULL
2125,201708172125,0000-00-00,"2017-08-17 11:30:27",NULL,NULL
2126,201708172126,0000-00-00,"2017-08-17 11:31:24",NULL,NULL
2127,201708172127,0000-00-00,"2017-08-17 11:32:11",NULL,NULL
2128,201708172128,0000-00-00,"2017-08-17 11:32:54",NULL,NULL
2129,201708172129,0000-00-00,"2017-08-17 11:33:27",NULL,NULL
2130,201708172130,0000-00-00,"2017-08-17 11:33:56",NULL,NULL
2131,201708172131,0000-00-00,"2017-08-17 15:21:44",NULL,NULL
2132,201708172132,0000-00-00,"2017-08-17 15:57:35",NULL,NULL
2133,201708202133,0000-00-00,"2017-08-20 10:48:08",NULL,NULL
2134,201708202134,0000-00-00,"2017-08-20 14:39:56",NULL,NULL
2135,201708202135,0000-00-00,"2017-08-20 14:56:27",NULL,NULL
2136,201708202136,0000-00-00,"2017-08-20 18:59:53",NULL,NULL
2137,201708202137,0000-00-00,"2017-08-20 19:00:46",NULL,NULL
2138,201708202138,0000-00-00,"2017-08-20 19:01:33",NULL,NULL
2139,201708202139,0000-00-00,"2017-08-20 19:02:16",NULL,NULL
2140,201708202140,0000-00-00,"2017-08-20 19:04:19",NULL,NULL
2141,201708202141,0000-00-00,"2017-08-20 19:05:58",NULL,NULL
2142,201708202142,0000-00-00,"2017-08-20 19:06:45",NULL,NULL
2143,201708202143,0000-00-00,"2017-08-20 19:07:17",NULL,NULL
2144,201708202144,0000-00-00,"2017-08-20 19:08:53",NULL,NULL
2145,201708202145,0000-00-00,"2017-08-20 19:09:58",NULL,NULL
2146,201708202146,0000-00-00,"2017-08-20 19:10:56",NULL,NULL
2147,201708202147,0000-00-00,"2017-08-20 19:11:49",NULL,NULL
2148,201708202148,0000-00-00,"2017-08-20 19:13:47",NULL,NULL
2149,201708202149,0000-00-00,"2017-08-20 19:16:08",NULL,NULL
2150,201708202150,0000-00-00,"2017-08-20 19:18:30",NULL,NULL
2151,201708202151,0000-00-00,"2017-08-20 19:19:06",NULL,NULL
2152,201708202152,0000-00-00,"2017-08-20 19:20:28",NULL,NULL
2153,201708212153,0000-00-00,"2017-08-21 18:11:54",NULL,NULL
2154,201708212154,0000-00-00,"2017-08-21 18:17:53",NULL,NULL
2155,201708212155,0000-00-00,"2017-08-21 18:19:28",NULL,NULL
2156,201708212156,0000-00-00,"2017-08-21 18:20:12",NULL,NULL
2157,201708212157,0000-00-00,"2017-08-21 18:21:20",NULL,NULL
2158,201708212158,0000-00-00,"2017-08-21 18:21:54",NULL,NULL
2159,201708212159,0000-00-00,"2017-08-21 18:23:19",NULL,NULL
2160,201708212160,0000-00-00,"2017-08-21 18:24:19",NULL,NULL
2161,201708212161,0000-00-00,"2017-08-21 18:25:33",NULL,NULL
2162,201708212162,0000-00-00,"2017-08-21 18:26:41",NULL,NULL
2163,201708212163,0000-00-00,"2017-08-21 18:27:33",NULL,NULL
2164,201708212164,0000-00-00,"2017-08-21 18:28:20",NULL,NULL
2165,201708212165,0000-00-00,"2017-08-21 18:29:19",NULL,NULL
2166,201708222166,0000-00-00,"2017-08-22 09:43:49",NULL,NULL
2167,201708222167,0000-00-00,"2017-08-22 13:17:50",NULL,NULL
2168,201708222168,0000-00-00,"2017-08-22 14:10:57",NULL,NULL
2169,201708222169,0000-00-00,"2017-08-22 14:11:24",NULL,NULL
2170,201708222170,0000-00-00,"2017-08-22 14:12:20",NULL,NULL
2171,201708222171,0000-00-00,"2017-08-22 16:23:42",NULL,NULL
2172,201708222172,0000-00-00,"2017-08-22 16:28:36",NULL,NULL
2173,201708222173,0000-00-00,"2017-08-22 16:31:06",NULL,NULL
2174,201708222174,0000-00-00,"2017-08-22 16:42:12",NULL,NULL
2175,201708222175,0000-00-00,"2017-08-22 16:50:19",NULL,NULL
2176,201708222176,0000-00-00,"2017-08-22 16:55:21",NULL,NULL
2177,201708222177,0000-00-00,"2017-08-22 16:55:49",NULL,NULL
2178,201708222178,0000-00-00,"2017-08-22 16:56:18",NULL,NULL
2179,201708222179,0000-00-00,"2017-08-22 16:58:06",NULL,NULL
2180,201708222180,0000-00-00,"2017-08-22 17:01:18",NULL,NULL
2181,201708222181,0000-00-00,"2017-08-22 17:01:55",NULL,NULL
2182,201708222182,0000-00-00,"2017-08-22 17:20:48",NULL,NULL
2183,201708232183,0000-00-00,"2017-08-23 09:57:46",NULL,NULL
2184,201708232184,0000-00-00,"2017-08-23 09:59:42",NULL,NULL
2185,201708232185,0000-00-00,"2017-08-23 10:00:48",NULL,NULL
2186,201708232186,0000-00-00,"2017-08-23 10:01:46",NULL,NULL
2187,201708232187,0000-00-00,"2017-08-23 10:02:34",NULL,NULL
2188,201708232188,0000-00-00,"2017-08-23 10:04:20",NULL,NULL
2189,201708232189,0000-00-00,"2017-08-23 10:05:05",NULL,NULL
2190,201708232190,0000-00-00,"2017-08-23 10:06:24",NULL,NULL
2191,201708232191,0000-00-00,"2017-08-23 10:07:28",NULL,NULL
2192,201708232192,0000-00-00,"2017-08-23 10:08:30",NULL,NULL
2193,201708232193,0000-00-00,"2017-08-23 10:13:40",NULL,NULL
2194,201708232194,0000-00-00,"2017-08-23 10:14:38",NULL,NULL
2195,201708232195,0000-00-00,"2017-08-23 10:15:32",NULL,NULL
2196,201708232196,0000-00-00,"2017-08-23 10:18:15",NULL,NULL
2197,201708232197,0000-00-00,"2017-08-23 10:21:58",NULL,NULL
2198,201708232198,0000-00-00,"2017-08-23 10:22:39",NULL,NULL
2199,201708232199,0000-00-00,"2017-08-23 10:23:27",NULL,NULL
2200,201708232200,0000-00-00,"2017-08-23 10:24:34",NULL,NULL
2201,201708232201,0000-00-00,"2017-08-23 10:25:27",NULL,NULL
2202,201708232202,0000-00-00,"2017-08-23 10:26:07",NULL,NULL
2203,201708232203,0000-00-00,"2017-08-23 10:36:22",NULL,NULL
2204,201708232204,0000-00-00,"2017-08-23 11:51:12",NULL,NULL
2205,201708232205,0000-00-00,"2017-08-23 13:04:43",NULL,NULL
2206,201708232206,0000-00-00,"2017-08-23 13:06:51",NULL,NULL
2207,201708232207,0000-00-00,"2017-08-23 13:07:50",NULL,NULL
2208,201708232208,0000-00-00,"2017-08-23 14:10:22",NULL,NULL
2209,201708232209,0000-00-00,"2017-08-23 15:09:50",NULL,NULL
2210,201708232210,0000-00-00,"2017-08-23 15:18:45",NULL,NULL
2211,201708232211,0000-00-00,"2017-08-23 16:23:24",NULL,NULL
2212,201708232212,0000-00-00,"2017-08-23 17:38:50",NULL,NULL
2213,201708232213,0000-00-00,"2017-08-23 17:39:26",NULL,NULL
2214,201708242214,0000-00-00,"2017-08-24 09:58:26",NULL,NULL
2215,201708242215,0000-00-00,"2017-08-24 11:21:58",NULL,NULL
2216,201708242216,0000-00-00,"2017-08-24 12:57:53",NULL,NULL
2217,201708242217,0000-00-00,"2017-08-24 13:00:50",NULL,NULL
2218,201708242218,0000-00-00,"2017-08-24 13:02:05",NULL,NULL
2219,201708242219,0000-00-00,"2017-08-24 15:03:11",NULL,NULL
2220,201708242220,0000-00-00,"2017-08-24 15:03:49",NULL,NULL
2221,201708242221,0000-00-00,"2017-08-24 15:05:46",NULL,NULL
2222,201708272222,0000-00-00,"2017-08-27 11:27:49",NULL,NULL
2223,201708272223,0000-00-00,"2017-08-27 16:26:26",NULL,NULL
2224,201708282224,0000-00-00,"2017-08-28 09:02:48",NULL,NULL
2225,201708282225,0000-00-00,"2017-08-28 11:53:48",NULL,NULL
2226,201708282226,0000-00-00,"2017-08-28 13:19:23",NULL,NULL
2227,201708282227,0000-00-00,"2017-08-28 13:24:59",NULL,NULL
2228,201708282228,0000-00-00,"2017-08-28 15:47:11",NULL,NULL
2229,201708282229,0000-00-00,"2017-08-28 15:50:25",NULL,NULL
2230,201708282230,0000-00-00,"2017-08-28 15:51:42",NULL,NULL
2231,201708282231,0000-00-00,"2017-08-28 16:16:30",NULL,NULL
2232,201708282232,0000-00-00,"2017-08-28 16:17:45",NULL,NULL
2233,201708282233,0000-00-00,"2017-08-28 16:18:19",NULL,NULL
2234,201708282234,0000-00-00,"2017-08-28 16:19:17",NULL,NULL
2235,201708282235,0000-00-00,"2017-08-28 16:20:18",NULL,NULL
2236,201708282236,0000-00-00,"2017-08-28 16:21:08",NULL,NULL
2237,201708282237,0000-00-00,"2017-08-28 16:22:04",NULL,NULL
2238,201708282238,0000-00-00,"2017-08-28 16:23:14",NULL,NULL
2239,201708282239,0000-00-00,"2017-08-28 16:24:35",NULL,NULL
2240,201708282240,0000-00-00,"2017-08-28 16:25:19",NULL,NULL
2241,201708282241,0000-00-00,"2017-08-28 16:25:48",NULL,NULL
2242,201708282242,0000-00-00,"2017-08-28 16:26:44",NULL,NULL
2243,201708282243,0000-00-00,"2017-08-28 16:28:26",NULL,NULL
2244,201708282244,0000-00-00,"2017-08-28 16:29:25",NULL,NULL
2245,201708282245,0000-00-00,"2017-08-28 16:31:01",NULL,NULL
2246,201708282246,0000-00-00,"2017-08-28 17:27:30",NULL,NULL
2247,201708282247,0000-00-00,"2017-08-28 17:33:11",NULL,NULL
2248,201708282248,0000-00-00,"2017-08-28 17:47:45",NULL,NULL
2249,201708292249,0000-00-00,"2017-08-29 12:13:53",NULL,NULL
2250,201708292250,0000-00-00,"2017-08-29 13:09:44",NULL,NULL
2251,201708292251,0000-00-00,"2017-08-29 15:36:48",NULL,NULL
2252,201708302252,0000-00-00,"2017-08-30 10:17:10",NULL,NULL
2253,201708302253,0000-00-00,"2017-08-30 10:59:19",NULL,NULL
2254,201708302254,0000-00-00,"2017-08-30 11:01:36",NULL,NULL
2255,201708302255,0000-00-00,"2017-08-30 11:02:07",NULL,NULL
2256,201708302256,0000-00-00,"2017-08-30 11:03:08",NULL,NULL
2257,201708302257,0000-00-00,"2017-08-30 11:05:39",NULL,NULL
2258,201708302258,0000-00-00,"2017-08-30 11:06:33",NULL,NULL
2259,201708302259,0000-00-00,"2017-08-30 13:01:23",NULL,NULL
2260,201708302260,0000-00-00,"2017-08-30 15:14:11",NULL,NULL
2261,201708302261,0000-00-00,"2017-08-30 15:17:43",NULL,NULL
2262,201708312262,0000-00-00,"2017-08-31 11:36:46",NULL,NULL
2263,201708312263,0000-00-00,"2017-08-31 11:38:36",NULL,NULL
2264,201708312264,0000-00-00,"2017-08-31 11:40:19",NULL,NULL
2265,201708312265,0000-00-00,"2017-08-31 11:41:53",NULL,NULL
2266,201708312266,0000-00-00,"2017-08-31 11:43:24",NULL,NULL
2267,201708312267,0000-00-00,"2017-08-31 11:44:44",NULL,NULL
2268,201708312268,0000-00-00,"2017-08-31 15:04:40",NULL,NULL
2269,201709042269,0000-00-00,"2017-09-04 10:47:24",NULL,NULL
2270,201709042270,0000-00-00,"2017-09-04 10:48:42",NULL,NULL
2271,201709042271,0000-00-00,"2017-09-04 10:52:09",NULL,NULL
2272,201709042272,0000-00-00,"2017-09-04 10:55:13",NULL,NULL
2273,201709042273,0000-00-00,"2017-09-04 10:56:14",NULL,NULL
2274,201709042274,0000-00-00,"2017-09-04 10:56:44",NULL,NULL
2275,201709042275,0000-00-00,"2017-09-04 10:57:19",NULL,NULL
2276,201709042276,0000-00-00,"2017-09-04 10:58:00",NULL,NULL
2277,201709042277,0000-00-00,"2017-09-04 10:58:56",NULL,NULL
2278,201709042278,0000-00-00,"2017-09-04 10:59:29",NULL,NULL
2279,201709042279,0000-00-00,"2017-09-04 11:00:15",NULL,NULL
2280,201709042280,0000-00-00,"2017-09-04 11:01:20",NULL,NULL
2281,201709042281,0000-00-00,"2017-09-04 11:02:03",NULL,NULL
2282,201709042282,0000-00-00,"2017-09-04 11:03:37",NULL,NULL
2283,201709042283,0000-00-00,"2017-09-04 11:05:17",NULL,NULL
2284,201709042284,0000-00-00,"2017-09-04 11:06:13",NULL,NULL
2285,201709042285,0000-00-00,"2017-09-04 11:07:10",NULL,NULL
2286,201709042286,0000-00-00,"2017-09-04 11:08:05",NULL,NULL
2287,201709042287,0000-00-00,"2017-09-04 11:09:12",NULL,NULL
2288,201709042288,0000-00-00,"2017-09-04 11:11:11",NULL,NULL
2289,201709042289,0000-00-00,"2017-09-04 11:12:20",NULL,NULL
2290,201709042290,0000-00-00,"2017-09-04 11:12:56",NULL,NULL
2291,201709042291,0000-00-00,"2017-09-04 12:49:19",NULL,NULL
2292,201709042292,0000-00-00,"2017-09-04 13:40:58",NULL,NULL
2293,201709042293,0000-00-00,"2017-09-04 13:41:29",NULL,NULL
2294,201709052294,0000-00-00,"2017-09-05 09:20:30",NULL,NULL
2295,201709062295,0000-00-00,"2017-09-06 11:35:30",NULL,NULL
2296,201709062296,0000-00-00,"2017-09-06 15:58:20",NULL,NULL
2297,201709062297,0000-00-00,"2017-09-06 16:00:06",NULL,NULL
2298,201709062298,0000-00-00,"2017-09-06 16:02:54",NULL,NULL
2299,201709062299,0000-00-00,"2017-09-06 16:03:45",NULL,NULL
2300,201709072300,0000-00-00,"2017-09-07 10:50:52",NULL,NULL
2301,201709072301,0000-00-00,"2017-09-07 17:15:00",NULL,NULL
2302,201709102302,0000-00-00,"2017-09-10 16:21:37",NULL,NULL
2303,201709102303,0000-00-00,"2017-09-10 16:22:50",NULL,NULL
2304,201709112304,0000-00-00,"2017-09-11 13:07:34",NULL,NULL
2305,201709112305,0000-00-00,"2017-09-11 15:27:11",NULL,NULL
2306,201709112306,0000-00-00,"2017-09-11 15:29:33",NULL,NULL
2307,201709112307,0000-00-00,"2017-09-11 15:30:13",NULL,NULL
2308,201709112308,0000-00-00,"2017-09-11 15:45:55",NULL,NULL
2309,201709122309,0000-00-00,"2017-09-12 10:51:41",NULL,NULL
2310,201709122310,0000-00-00,"2017-09-12 11:09:52",NULL,NULL
2311,201709122311,0000-00-00,"2017-09-12 12:29:04",NULL,NULL
2312,201709122312,0000-00-00,"2017-09-12 13:25:16",NULL,NULL
2313,201709122313,0000-00-00,"2017-09-12 13:29:35",NULL,NULL
2314,201709122314,0000-00-00,"2017-09-12 14:04:28",NULL,NULL
2315,201709132315,0000-00-00,"2017-09-13 10:14:10",NULL,NULL
2316,201709132316,0000-00-00,"2017-09-13 11:51:25",NULL,NULL
2317,201709132317,0000-00-00,"2017-09-13 11:57:25",NULL,NULL
2318,201709132318,0000-00-00,"2017-09-13 14:10:04",NULL,NULL
2319,201709132319,0000-00-00,"2017-09-13 17:47:52",NULL,NULL
2320,201709132320,0000-00-00,"2017-09-13 17:51:24",NULL,NULL
2321,201709132321,0000-00-00,"2017-09-13 18:11:10",NULL,NULL
2322,201709132322,0000-00-00,"2017-09-13 18:53:11",NULL,NULL
2323,201709132323,0000-00-00,"2017-09-13 18:54:29",NULL,NULL
2324,201709142324,0000-00-00,"2017-09-14 10:24:43",NULL,NULL
2325,201709142325,0000-00-00,"2017-09-14 10:27:06",NULL,NULL
2326,201709142326,0000-00-00,"2017-09-14 10:39:39",NULL,NULL
2327,201709142327,0000-00-00,"2017-09-14 11:23:40",NULL,NULL
2328,201709142328,0000-00-00,"2017-09-14 17:10:12",NULL,NULL
2329,201709172329,0000-00-00,"2017-09-17 14:33:27",NULL,NULL
2330,201709182330,0000-00-00,"2017-09-18 11:52:48",NULL,NULL
2331,201709182331,0000-00-00,"2017-09-18 13:49:34",NULL,NULL
2332,201709192332,0000-00-00,"2017-09-19 13:24:14",NULL,NULL
2333,201709192333,0000-00-00,"2017-09-19 15:05:03",NULL,NULL
2334,201709192334,0000-00-00,"2017-09-19 15:56:14",NULL,NULL
2335,201709192335,0000-00-00,"2017-09-19 15:56:42",NULL,NULL
2336,201709192336,0000-00-00,"2017-09-19 15:57:12",NULL,NULL
2337,201709192337,0000-00-00,"2017-09-19 15:57:41",NULL,NULL
2338,201709202338,0000-00-00,"2017-09-20 12:58:44",NULL,NULL
2339,201709202339,0000-00-00,"2017-09-20 14:05:36",NULL,NULL
2340,201709202340,0000-00-00,"2017-09-20 15:47:18",NULL,NULL
2341,201709242341,0000-00-00,"2017-09-24 15:08:43",NULL,NULL
2342,201709242342,0000-00-00,"2017-09-24 15:09:33",NULL,NULL
2343,201709242343,0000-00-00,"2017-09-24 16:59:32",NULL,NULL
2344,201709242344,0000-00-00,"2017-09-24 17:01:26",NULL,NULL
2345,201709242345,0000-00-00,"2017-09-24 17:02:09",NULL,NULL
2346,201709242346,0000-00-00,"2017-09-24 17:03:01",NULL,NULL
2347,201709242347,0000-00-00,"2017-09-24 17:03:29",NULL,NULL
2348,201709242348,0000-00-00,"2017-09-24 17:04:04",NULL,NULL
2349,201709242349,0000-00-00,"2017-09-24 17:04:50",NULL,NULL
2350,201709242350,0000-00-00,"2017-09-24 17:05:39",NULL,NULL
2351,201709242351,0000-00-00,"2017-09-24 17:08:47",NULL,NULL
2352,201709242352,0000-00-00,"2017-09-24 17:10:02",NULL,NULL
2353,201709242353,0000-00-00,"2017-09-24 17:10:38",NULL,NULL
2354,201709242354,0000-00-00,"2017-09-24 17:11:13",NULL,NULL
2355,201709242355,0000-00-00,"2017-09-24 17:11:51",NULL,NULL
2356,201709242356,0000-00-00,"2017-09-24 17:12:45",NULL,NULL
2357,201709242357,0000-00-00,"2017-09-24 17:13:29",NULL,NULL
2358,201709242358,0000-00-00,"2017-09-24 17:14:10",NULL,NULL
2359,201709242359,0000-00-00,"2017-09-24 17:14:46",NULL,NULL
2360,201709242360,0000-00-00,"2017-09-24 17:15:58",NULL,NULL
2361,201709242361,0000-00-00,"2017-09-24 17:17:09",NULL,NULL
2362,201709242362,0000-00-00,"2017-09-24 17:17:48",NULL,NULL
2363,201709242363,0000-00-00,"2017-09-24 17:18:21",NULL,NULL
2364,201709242364,0000-00-00,"2017-09-24 17:20:44",NULL,NULL
2365,201709242365,0000-00-00,"2017-09-24 17:24:16",NULL,NULL
2366,201709242366,0000-00-00,"2017-09-24 17:25:39",NULL,NULL
2367,201709242367,0000-00-00,"2017-09-24 17:26:48",NULL,NULL
2368,201709242368,0000-00-00,"2017-09-24 17:27:38",NULL,NULL
2369,201709242369,0000-00-00,"2017-09-24 17:28:31",NULL,NULL
2370,201709242370,0000-00-00,"2017-09-24 17:30:10",NULL,NULL
2371,201709242371,0000-00-00,"2017-09-24 17:32:08",NULL,NULL
2372,201709242372,0000-00-00,"2017-09-24 17:39:29",NULL,NULL
2373,201709242373,0000-00-00,"2017-09-24 17:41:55",NULL,NULL
2374,201709242374,0000-00-00,"2017-09-24 17:42:33",NULL,NULL
2375,201709242375,0000-00-00,"2017-09-24 17:43:24",NULL,NULL
2376,201709242376,0000-00-00,"2017-09-24 17:44:21",NULL,NULL
2377,201709242377,0000-00-00,"2017-09-24 17:44:57",NULL,NULL
2378,201709242378,0000-00-00,"2017-09-24 17:46:17",NULL,NULL
